path,emotion,emotion_id,dataset,subset
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-01-02-01-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-01-02-02-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-02-01-01-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-02-01-02-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-02-02-01-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-03-02-02-02-01.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-01-01-01-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-01-01-02-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-01-02-01-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-01-02-02-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-02-01-01-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-02-01-02-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-02-02-01-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-04-02-02-02-01.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-01-01-01-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-01-01-02-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-01-02-01-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-01-02-02-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-02-01-01-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-02-01-02-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-02-02-01-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-05-02-02-02-01.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-01-01-01-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-01-01-02-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-01-02-01-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-01-02-02-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-02-01-01-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-02-01-02-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-02-02-01-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_01\Actor_01\02-02-06-02-02-02-01.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-01-01-01-01-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-01-01-01-02-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-01-01-02-01-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-01-01-02-02-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-01-01-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-01-01-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-01-02-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-01-02-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-02-01-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-02-01-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-02-02-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-03-02-02-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-01-01-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-01-01-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-01-02-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-01-02-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-02-01-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-02-01-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-02-02-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-04-02-02-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-01-01-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-01-01-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-01-02-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-01-02-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-02-01-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-02-01-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-02-02-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-05-02-02-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-01-01-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-01-01-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-01-02-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-01-02-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-02-01-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-02-01-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-02-02-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\01-02-06-02-02-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-01-01-01-01-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-01-01-01-02-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-01-01-02-01-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-01-01-02-02-02.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-01-01-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-01-01-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-01-02-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-01-02-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-02-01-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-02-01-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-02-02-01-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-03-02-02-02-02.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-01-01-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-01-01-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-01-02-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-01-02-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-02-01-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-02-01-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-02-02-01-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-04-02-02-02-02.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-01-01-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-01-01-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-01-02-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-01-02-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-02-01-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-02-01-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-02-02-01-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-05-02-02-02-02.mp4,angry,5,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-01-01-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-01-01-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-01-02-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-01-02-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-02-01-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-02-01-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-02-02-01-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_02\Actor_02\02-02-06-02-02-02-02.mp4,fearful,6,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-01-01-01-01-03.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-01-01-01-02-03.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-01-01-02-01-03.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-01-01-02-02-03.mp4,neutral,1,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-01-01-01-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-01-01-02-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-01-02-01-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-01-02-02-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-02-01-01-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-02-01-02-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-02-02-01-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-03-02-02-02-03.mp4,happy,3,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-04-01-01-01-03.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-04-01-01-02-03.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-04-01-02-01-03.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-04-01-02-02-03.mp4,sad,4,ravdess_video,video_song
D:\Study Materials\ENSC 424\Project\ser-project\data\raw\ravdess\Video_Song_Actor_03\Actor_03\01-02-04-02-01-01-03.mp4,sad,4,ravdess_video,video_song
